CustomerID,Total_Balance_per_cus,Total_transaction_value_per_cus,transaction_frequency_per_cus,avg_transaction_per_cus,Acc_per_customer,Loans_per_customer,Total_loan_amt_per_cus
11008,79874.11,216257.81,92.0,2350.6283695652173,3,1.0,37599.36
11009,,,,,1,,
11010,99038.62,152767.32,63.0,2424.8780952380953,2,2.0,109016.37
11011,,,,,1,,
11012,14199.85,90571.88,38.0,2383.47052631579,1,,
11013,96864.84,146343.46,57.0,2567.4291228070174,2,1.0,16019.02
11014,92592.34,198782.6,77.0,2581.592207792208,2,,
11015,75171.58,156695.27,65.0,2410.6964615384613,2,2.0,83905.33
11016,16124.6,95719.01,36.0,2658.8613888888885,1,,
11017,158023.74,129533.2,55.0,2355.149090909091,2,,
11018,52856.39,160414.93,59.0,2718.8971186440676,2,,
11019,231014.09,455363.63,189.0,2409.3313756613757,4,5.0,300449.36
11020,128714.79,126724.17,52.0,2437.003269230769,2,1.0,47661.39
11021,58204.58,68934.3,25.0,2757.3720000000003,1,,
11022,105484.99,230234.99,88.0,2616.3067045454545,3,,
11023,21548.75,69388.8,31.0,2238.3483870967743,1,,
11024,79896.95,89828.39,37.0,2427.7943243243244,1,1.0,13646.58
11025,85124.46,91655.56999999999,34.0,2695.7520588235293,1,,
11026,13489.63,63554.44,28.0,2269.8014285714285,1,,
11027,65494.03,423276.29,156.0,2713.309551282051,4,2.0,130086.3
11028,,,,,1,,
11029,89975.87,122996.54000000001,46.0,2673.8378260869567,2,,
11030,256716.08999999997,246712.63,94.0,2624.6024468085106,3,,
11031,79082.48,61359.83,24.0,2556.6595833333336,1,,
11032,111248.1,192774.36,79.0,2440.1817721518987,2,,
11033,,,,,1,,
11034,65596.26,71285.19,29.0,2458.11,1,,
11035,,,,,1,,
11036,20213.05,122142.0,50.0,2442.84,2,1.0,63543.29
11037,47444.74,80800.89,32.0,2525.0278125,1,1.0,34450.44
11038,306898.62,510233.05,212.0,2406.7596698113207,6,2.0,144159.35
11039,86517.32,202851.1,74.0,2741.2310810810814,2,,
11040,7989.35,67772.66,31.0,2186.2148387096777,1,,
11041,88660.21,141798.78,61.0,2324.570163934426,2,,
11042,8278.63,48070.64,20.0,2403.532,1,,
11043,25901.300000000003,145615.08,53.0,2747.4543396226413,2,1.0,38941.88
11044,152182.47999999998,123839.45,50.0,2476.7889999999998,2,,
11045,,,,,1,,
11046,141730.53999999998,261373.69,112.0,2333.6936607142857,4,2.0,44357.85
11047,,,,,1,,
11048,66165.44,100786.59,39.0,2584.2715384615385,1,,
11049,172263.29,158776.48,62.0,2560.9109677419356,2,,
11050,74664.26,77205.83,35.0,2205.880857142857,1,,
11051,144618.4,239598.16,95.0,2522.085894736842,3,,
11052,9615.18,47951.34,23.0,2084.8408695652174,1,,
11053,29103.96,78098.47,33.0,2366.620303030303,1,,
11054,,,,,1,,
11055,29595.0,92859.5,37.0,2509.7162162162163,1,,
11056,,,,,1,,
11057,8548.38,88096.61,31.0,2841.826129032258,1,,
11058,9287.54,139766.71,55.0,2541.212909090909,2,,
11059,,,,,1,,
11060,,,,,1,,
11061,79460.29,84366.52,33.0,2556.561212121212,1,,
11062,52635.31,86895.15,33.0,2633.1863636363632,1,,
11063,87066.02,72594.41,26.0,2792.0926923076922,1,,
11064,185838.83000000002,177388.38999999998,70.0,2534.1198571428567,2,,
11065,151262.0,124296.72,51.0,2437.190588235294,2,,
11066,90818.91,90536.44,36.0,2514.9011111111113,1,1.0,78661.15
11067,26539.13,63362.48,25.0,2534.4992,1,,
11068,219628.62,209141.58,81.0,2581.9948148148146,3,,
11069,,,,,1,,
11070,,,,,1,,
11071,,,,,1,,
11072,,,,,1,,
11073,58412.17,83019.15,34.0,2441.7397058823526,1,,
11074,65648.77,57854.26,27.0,2142.7503703703705,1,1.0,35902.5
11075,,,,,1,,
11076,116238.15,217345.51,92.0,2362.451195652174,3,,
11077,43027.89,81289.09,31.0,2622.2287096774194,1,,
11078,177506.83000000002,324266.96,129.0,2513.6973643410856,4,1.0,20092.86
11079,,,,,1,,
11080,59695.04,231771.56,90.0,2575.2395555555554,3,,
11081,157117.99,239539.16999999998,102.0,2348.4232352941176,3,1.0,68021.7
11082,130332.78,147820.26,58.0,2548.6251724137933,2,,
11083,183206.57,326730.72,128.0,2552.58375,5,,
11084,48531.71,76823.24,37.0,2076.3037837837837,1,,
11085,36010.17,58910.14,25.0,2356.4056,1,,
11086,132684.94,244386.86,90.0,2715.4095555555555,3,,
11087,,,,,1,,
11088,,,,,1,,
11089,,,,,1,,
11090,276756.35,494321.47,193.0,2561.251139896373,6,1.0,40473.32
11091,24051.97,90549.15,31.0,2920.940322580645,1,,
11092,117192.65000000001,261790.73,100.0,2617.9073000000003,3,,
11093,97430.19,57494.79,27.0,2129.4366666666665,1,,
11094,,,,,1,,
11095,95059.59,158858.59,58.0,2738.9412068965516,2,1.0,81783.1
11096,,,,,1,,
11097,186142.13,224642.53,86.0,2612.122441860465,3,1.0,17211.8
11098,,,,,1,,
11099,56305.33,54721.44,25.0,2188.8576000000003,1,,
